id;the_geom;com_id;common_nam;scientific;genus;family;diameter_b;year_plant;date_plant;age_descri;useful_lif;useful_l_1;precinct;located_in;uploaddate;latitude;longitude;easting;northing;geolocatio;fid;group
cbd_tree.1;MULTIPOINT ((144.96238935084563 -37.814374337531206));1024721;London Plane;Platanus x acerifolia;Platanus;Platanaceae;33;1900;2000-01-01;Semi-Mature;6-10 years (>50% canopy);10
